,median_house_value
4023,169400.0
4024,103300.0
4025,406700.0
4026,196900.0
4027,432400.0
4028,97700.0
4029,230300.0
4030,216300.0
4031,175000.0
4032,143800.0
4033,229600.0
4034,131900.0
4035,401000.0
4036,193200.0
4037,253400.0
4038,222600.0
4039,162100.0
4040,232900.0
4041,158300.0
4042,150000.0
4043,137500.0
4044,270800.0
4045,126300.0
4046,156700.0
4047,134700.0
4048,78800.0
4049,252300.0
4050,155300.0
4051,77100.0
4052,325800.0
4053,151700.0
4054,146300.0
4055,115800.0
4056,170700.0
4057,255400.0
4058,275000.0
4059,354300.0
4060,311500.0
4061,275500.0
4062,112500.0
4063,183300.0
4064,125000.0
4065,379600.0
4066,124400.0
4067,500001.0
4068,500001.0
4069,94000.0
4070,290700.0
4071,69000.0
4072,84400.0
4073,495400.0
4074,45000.0
4075,201700.0
4076,201800.0
4077,162500.0
4078,154600.0
4079,326800.0
4080,500001.0
4081,151900.0
4082,227000.0
4083,118200.0
4084,157100.0
4085,500001.0
4086,249200.0
4087,215000.0
4088,52800.0
4089,69200.0
4090,220300.0
4091,212500.0
4092,500001.0
4093,209400.0
4094,500001.0
4095,141600.0
4096,173100.0
4097,500001.0
4098,106500.0
4099,392600.0
4100,148500.0
4101,322200.0
4102,195100.0
4103,182300.0
4104,392800.0
4105,150000.0
4106,206000.0
4107,320300.0
4108,277500.0
4109,98300.0
4110,108900.0
4111,360400.0
4112,159400.0
4113,320600.0
4114,383300.0
4115,175000.0
4116,187500.0
4117,55300.0
4118,160700.0
4119,143400.0
4120,105000.0
4121,166600.0
4122,358700.0
4123,170500.0
4124,303300.0
4125,98200.0
4126,215600.0
4127,98000.0
4128,448100.0
4129,53800.0
4130,111300.0
4131,500001.0
4132,252200.0
4133,294000.0
4134,500001.0
4135,257900.0
4136,266300.0
4137,167200.0
4138,163500.0
4139,190500.0
4140,140000.0
4141,184500.0
4142,408500.0
4143,162500.0
4144,64600.0
4145,177200.0
4146,390000.0
4147,100000.0
4148,500001.0
4149,79500.0
4150,69600.0
4151,161900.0
4152,78800.0
4153,301100.0
4154,200000.0
4155,186800.0
4156,154200.0
4157,220700.0
4158,102900.0
4159,56000.0
4160,172600.0
4161,79800.0
4162,141700.0
4163,51700.0
4164,169100.0
4165,270500.0
4166,123600.0
4167,225000.0
4168,135700.0
4169,260300.0
4170,172000.0
4171,114200.0
4172,297200.0
4173,231800.0
4174,226800.0
4175,82500.0
4176,239700.0
4177,243600.0
4178,50300.0
4179,188200.0
4180,163000.0
4181,293300.0
4182,208600.0
4183,54100.0
4184,144800.0
4185,500001.0
4186,65000.0
4187,110200.0
4188,296300.0
4189,106000.0
4190,176600.0
4191,174200.0
4192,231000.0
4193,118100.0
4194,68500.0
4195,71900.0
4196,338700.0
4197,60900.0
4198,235300.0
4199,258000.0
4200,85400.0
4201,212300.0
4202,242200.0
4203,207000.0
4204,372000.0
4205,95300.0
4206,66900.0
4207,490300.0
4208,105300.0
4209,163500.0
4210,100000.0
4211,203600.0
4212,285900.0
4213,84100.0
4214,154600.0
4215,165000.0
4216,157900.0
4217,158300.0
4218,192800.0
4219,60900.0
4220,351100.0
4221,33200.0
4222,292900.0
4223,270800.0
4224,349000.0
4225,287700.0
4226,111900.0
4227,128400.0
4228,302500.0
4229,298400.0
4230,162300.0
4231,196400.0
4232,257900.0
4233,68300.0
4234,248700.0
4235,125900.0
4236,99100.0
4237,193200.0
4238,251000.0
4239,177100.0
4240,159600.0
4241,160600.0
4242,98500.0
4243,209200.0
4244,115800.0
4245,155600.0
4246,106200.0
4247,308600.0
4248,156900.0
4249,286800.0
4250,208800.0
4251,84800.0
4252,339800.0
4253,330000.0
4254,79000.0
4255,176100.0
4256,91500.0
4257,229900.0
4258,91100.0
4259,97500.0
4260,169300.0
4261,180900.0
4262,146300.0
4263,374200.0
4264,253500.0
4265,78400.0
4266,196400.0
4267,161200.0
4268,170000.0
4269,148900.0
4270,164100.0
4271,140300.0
4272,225000.0
4273,127800.0
4274,500001.0
4275,226100.0
4276,331200.0
4277,217400.0
4278,275000.0
4279,87100.0
4280,181300.0
4281,68000.0
4282,272000.0
4283,49500.0
4284,442100.0
4285,229300.0
4286,120700.0
4287,175000.0
4288,211700.0
4289,137500.0
4290,196300.0
4291,240900.0
4292,131900.0
4293,354300.0
4294,500001.0
4295,310800.0
4296,99600.0
4297,387100.0
4298,293000.0
4299,146900.0
4300,301000.0
4301,195200.0
4302,234800.0
4303,94200.0
4304,360900.0
4305,175800.0
4306,65000.0
4307,250000.0
4308,168300.0
4309,54400.0
4310,225600.0
4311,96200.0
4312,110200.0
4313,174600.0
4314,110700.0
4315,114100.0
4316,275800.0
4317,348700.0
4318,275000.0
4319,236500.0
4320,89500.0
4321,231200.0
4322,231000.0
4323,127800.0
4324,125000.0
4325,141500.0
4326,298900.0
4327,229600.0
4328,82500.0
4329,188200.0
4330,268100.0
4331,81700.0
4332,125900.0
4333,169500.0
4334,127200.0
4335,123400.0
4336,233500.0
4337,189100.0
4338,194500.0
4339,79200.0
4340,184200.0
4341,58000.0
4342,238000.0
4343,162500.0
4344,357400.0
4345,232500.0
4346,169400.0
4347,184500.0
4348,279900.0
4349,446200.0
4350,362500.0
4351,229200.0
4352,171400.0
4353,175000.0
4354,179700.0
4355,127400.0
4356,155400.0
4357,195300.0
4358,324000.0
4359,159400.0
4360,54200.0
4361,115000.0
4362,64600.0
4363,218400.0
4364,336700.0
4365,282000.0
4366,192200.0
4367,500001.0
4368,119200.0
4369,78600.0
4370,334900.0
4371,176800.0
4372,69500.0
4373,252900.0
4374,483700.0
4375,156800.0
4376,59100.0
4377,71500.0
4378,335300.0
4379,225800.0
4380,189300.0
4381,273900.0
4382,96200.0
4383,271600.0
4384,86600.0
4385,182100.0
4386,133600.0
4387,215600.0
4388,137500.0
4389,396000.0
4390,223400.0
4391,267000.0
4392,66100.0
4393,194800.0
4394,391900.0
4395,108900.0
4396,91400.0
4397,141100.0
4398,250000.0
4399,110200.0
4400,300000.0
4401,99600.0
4402,284800.0
4403,74000.0
4404,120100.0
4405,187900.0
4406,500001.0
4407,148500.0
4408,266200.0
4409,288500.0
4410,99300.0
4411,136900.0
4412,122100.0
4413,70000.0
4414,262500.0
4415,134800.0
4416,156800.0
4417,158400.0
4418,255000.0
4419,240000.0
4420,116700.0
4421,153800.0
4422,176400.0
4423,380000.0
4424,310600.0
4425,288500.0
4426,185100.0
4427,237500.0
4428,298900.0
4429,260100.0
4430,207900.0
4431,56700.0
4432,500001.0
4433,450000.0
4434,70000.0
4435,192200.0
4436,143300.0
4437,326700.0
4438,71300.0
4439,164800.0
4440,54600.0
4441,85100.0
4442,183900.0
4443,94200.0
4444,218800.0
4445,224100.0
4446,218200.0
4447,464600.0
4448,132100.0
4449,96900.0
4450,136700.0
4451,253000.0
4452,134100.0
4453,315400.0
4454,234500.0
4455,125400.0
4456,162500.0
4457,154300.0
4458,238000.0
4459,203100.0
4460,491200.0
4461,72500.0
4462,311400.0
4463,226500.0
4464,164600.0
4465,86500.0
4466,167800.0
4467,359600.0
4468,178100.0
4469,105400.0
4470,495800.0
4471,171600.0
4472,366700.0
4473,130600.0
4474,326300.0
4475,353600.0
4476,200900.0
4477,93900.0
4478,392400.0
4479,213200.0
4480,315200.0
4481,230300.0
4482,86400.0
4483,500001.0
4484,154300.0
4485,80400.0
4486,354700.0
4487,141900.0
4488,245800.0
4489,65800.0
4490,180800.0
4491,218200.0
4492,115600.0
4493,423400.0
4494,234100.0
4495,201800.0
4496,200000.0
4497,107900.0
4498,415600.0
4499,95200.0
4500,156900.0
4501,162500.0
4502,318300.0
4503,105000.0
4504,94600.0
4505,219000.0
4506,52000.0
4507,180000.0
4508,134200.0
4509,171600.0
4510,235600.0
4511,500001.0
4512,487800.0
4513,97600.0
4514,113700.0
4515,271100.0
4516,127300.0
4517,59800.0
4518,259400.0
4519,142400.0
4520,176900.0
4521,207200.0
4522,175000.0
4523,137900.0
4524,183000.0
4525,241900.0
4526,86200.0
4527,198900.0
4528,486400.0
4529,360100.0
4530,387200.0
4531,165200.0
4532,312400.0
4533,87100.0
4534,304100.0
4535,185500.0
4536,430000.0
4537,145800.0
4538,309800.0
4539,153800.0
4540,231600.0
4541,209200.0
4542,134800.0
4543,500001.0
4544,197400.0
4545,130000.0
4546,151400.0
4547,345700.0
4548,155000.0
4549,240900.0
4550,282300.0
4551,164400.0
4552,275100.0
4553,176100.0
4554,83100.0
4555,489000.0
4556,96400.0
4557,225000.0
4558,73100.0
4559,112500.0
4560,291500.0
4561,198600.0
4562,461500.0
4563,90300.0
4564,173900.0
4565,184000.0
4566,267900.0
4567,70800.0
4568,500001.0
4569,110700.0
4570,393200.0
4571,161400.0
4572,269600.0
4573,500001.0
4574,201500.0
4575,116200.0
4576,201200.0
4577,168800.0
4578,214200.0
4579,116000.0
4580,400000.0
4581,52300.0
4582,318600.0
4583,209100.0
4584,417800.0
4585,155200.0
4586,212000.0
4587,267300.0
4588,458500.0
4589,125000.0
4590,50000.0
4591,229600.0
4592,67000.0
4593,126500.0
4594,60900.0
4595,93400.0
4596,402600.0
4597,116700.0
4598,99500.0
4599,500001.0
4600,65800.0
4601,121500.0
4602,271300.0
4603,226200.0
4604,103200.0
4605,179100.0
4606,500001.0
4607,420000.0
4608,129200.0
4609,112700.0
4610,228600.0
4611,286200.0
4612,150300.0
4613,206100.0
4614,146900.0
4615,187500.0
4616,131300.0
4617,352300.0
4618,165300.0
4619,500001.0
4620,355000.0
4621,146200.0
4622,345000.0
4623,165700.0
4624,175800.0
4625,312500.0
4626,241300.0
4627,290900.0
4628,169600.0
4629,137500.0
4630,187500.0
4631,175200.0
4632,281100.0
4633,500001.0
4634,143700.0
4635,130400.0
4636,177400.0
4637,112500.0
4638,60400.0
4639,159100.0
4640,228600.0
4641,165100.0
4642,500001.0
4643,114400.0
4644,110700.0
4645,154000.0
4646,141000.0
4647,57700.0
4648,133900.0
4649,57900.0
4650,170200.0
4651,55000.0
4652,260700.0
4653,366300.0
4654,77400.0
4655,172600.0
4656,287500.0
4657,114400.0
4658,437400.0
4659,438500.0
4660,360900.0
4661,252600.0
4662,143000.0
4663,170800.0
4664,453800.0
4665,91900.0
4666,87300.0
4667,266200.0
4668,154700.0
4669,197100.0
4670,261800.0
4671,500001.0
4672,148900.0
4673,160100.0
4674,171100.0
4675,148000.0
4676,444400.0
4677,243300.0
4678,115100.0
4679,137500.0
4680,353100.0
4681,188400.0
4682,272600.0
4683,225900.0
4684,140600.0
4685,114200.0
4686,157700.0
4687,310300.0
4688,370000.0
4689,81300.0
4690,184500.0
4691,481500.0
4692,310600.0
4693,89300.0
4694,317900.0
4695,88000.0
4696,375000.0
4697,500001.0
4698,173800.0
4699,350000.0
4700,500001.0
4701,221300.0
4702,224100.0
4703,254000.0
4704,219000.0
4705,265200.0
4706,500001.0
4707,230200.0
4708,100600.0
4709,105800.0
4710,90200.0
4711,51600.0
4712,98000.0
4713,96100.0
4714,184900.0
4715,182100.0
4716,85000.0
4717,193100.0
4718,327500.0
4719,183200.0
4720,246900.0
4721,420100.0
4722,307100.0
4723,131900.0
4724,59800.0
4725,500001.0
4726,100000.0
4727,192000.0
4728,234800.0
4729,234400.0
4730,131300.0
4731,153300.0
4732,131500.0
4733,179200.0
4734,119500.0
4735,187500.0
4736,165400.0
4737,154900.0
4738,265100.0
4739,258300.0
4740,405400.0
4741,208100.0
4742,111200.0
4743,180400.0
4744,500001.0
4745,372600.0
4746,300000.0
4747,98700.0
4748,96700.0
4749,94000.0
4750,167100.0
4751,256000.0
4752,90500.0
4753,146300.0
4754,201300.0
4755,128600.0
4756,129300.0
4757,251900.0
4758,65900.0
4759,171300.0
4760,146100.0
4761,138400.0
4762,68700.0
4763,119000.0
4764,175000.0
4765,173800.0
4766,142900.0
4767,235600.0
4768,144000.0
4769,213200.0
4770,76900.0
4771,414700.0
4772,185200.0
4773,287000.0
4774,162500.0
4775,170100.0
4776,242400.0
4777,341400.0
4778,88500.0
4779,82600.0
4780,156300.0
4781,279400.0
4782,140600.0
4783,348400.0
4784,140600.0
4785,340400.0
4786,350000.0
4787,164100.0
4788,162800.0
4789,225000.0
4790,209200.0
4791,154800.0
4792,126400.0
4793,183900.0
4794,207000.0
4795,265500.0
4796,500001.0
4797,166700.0
4798,500001.0
4799,139300.0
4800,188200.0
4801,102100.0
4802,90400.0
4803,207400.0
4804,67500.0
4805,67500.0
4806,216500.0
4807,129900.0
4808,109100.0
4809,96600.0
4810,222800.0
4811,112800.0
4812,100000.0
4813,257900.0
4814,478400.0
4815,80400.0
4816,273200.0
4817,110700.0
4818,51800.0
4819,187300.0
4820,162500.0
4821,103100.0
4822,283200.0
4823,394400.0
4824,135500.0
4825,285800.0
4826,236800.0
4827,155700.0
4828,157000.0
4829,116700.0
4830,146600.0
4831,112500.0
4832,225000.0
4833,351100.0
4834,63700.0
4835,132500.0
4836,215000.0
4837,183100.0
4838,101000.0
4839,119300.0
4840,289000.0
4841,380000.0
4842,323700.0
4843,110000.0
4844,312500.0
4845,174500.0
4846,456300.0
4847,160100.0
4848,145700.0
4849,81300.0
4850,182100.0
4851,400700.0
4852,205100.0
4853,362200.0
4854,215500.0
4855,185900.0
4856,75000.0
4857,158200.0
4858,214300.0
4859,233300.0
4860,119500.0
4861,264700.0
4862,167100.0
4863,129100.0
4864,208600.0
4865,271200.0
4866,172500.0
4867,208200.0
4868,151700.0
4869,280700.0
4870,120100.0
4871,108600.0
4872,390500.0
4873,80700.0
4874,141600.0
4875,162500.0
4876,169800.0
4877,103400.0
4878,164500.0
4879,115600.0
4880,500001.0
4881,500001.0
4882,130600.0
4883,188800.0
4884,48300.0
4885,103600.0
4886,106900.0
4887,500001.0
4888,311800.0
4889,450000.0
4890,320000.0
4891,220200.0
4892,185000.0
4893,260000.0
4894,338700.0
4895,404300.0
4896,500001.0
4897,390800.0
4898,64500.0
4899,218300.0
4900,247200.0
4901,195200.0
4902,255400.0
4903,184000.0
4904,294700.0
4905,438800.0
4906,53800.0
4907,211000.0
4908,76000.0
4909,90900.0
4910,138300.0
4911,193800.0
4912,100000.0
4913,177900.0
4914,410000.0
4915,146400.0
4916,255300.0
4917,131600.0
4918,414100.0
4919,221300.0
4920,164800.0
4921,339300.0
4922,500001.0
4923,341700.0
4924,158400.0
4925,500001.0
4926,169100.0
4927,151200.0
4928,85800.0
4929,131300.0
4930,255000.0
4931,137500.0
4932,178900.0
4933,500001.0
4934,116500.0
4935,145600.0
4936,151400.0
4937,300000.0
4938,400700.0
4939,231800.0
4940,83800.0
4941,162200.0
4942,160400.0
4943,353100.0
4944,84200.0
4945,198800.0
4946,118600.0
4947,265500.0
4948,118500.0
4949,311900.0
4950,248000.0
4951,55700.0
4952,384200.0
4953,63200.0
4954,391500.0
4955,117400.0
4956,170800.0
4957,158800.0
4958,104900.0
4959,432500.0
4960,66000.0
4961,120000.0
4962,92900.0
4963,279400.0
4964,391200.0
4965,262500.0
4966,198700.0
4967,100000.0
4968,96400.0
4969,500001.0
4970,95600.0
4971,459600.0
4972,303900.0
4973,122900.0
4974,131900.0
4975,246300.0
4976,108900.0
4977,109500.0
4978,130000.0
4979,99600.0
4980,213400.0
4981,106300.0
4982,204700.0
4983,279500.0
4984,146900.0
4985,260900.0
4986,71000.0
4987,209200.0
4988,251200.0
4989,239500.0
4990,500001.0
4991,145800.0
4992,228500.0
4993,500001.0
4994,229800.0
4995,125700.0
4996,158200.0
4997,206900.0
4998,81400.0
4999,173500.0
5000,137200.0
5001,160100.0
5002,150400.0
5003,290900.0
5004,500001.0
5005,368800.0
5006,82400.0
5007,472000.0
5008,101300.0
5009,187500.0
5010,75000.0
5011,251900.0
5012,95200.0
5013,75800.0
5014,68400.0
5015,478500.0
5016,159900.0
5017,225700.0
5018,292700.0
5019,91200.0
5020,154600.0
5021,180400.0
5022,201400.0
5023,140400.0
5024,168900.0
5025,83100.0
5026,66200.0
5027,158500.0
5028,198100.0
5029,211500.0
5030,175000.0
5031,153000.0
5032,221200.0
5033,154400.0
5034,54600.0
5035,43000.0
5036,500001.0
5037,127200.0
5038,253900.0
5039,164600.0
5040,64600.0
5041,166000.0
5042,380100.0
5043,182500.0
5044,93800.0
5045,218600.0
5046,162500.0
5047,116700.0
5048,262100.0
5049,254500.0
5050,111800.0
5051,96000.0
5052,122400.0
5053,162100.0
5054,119600.0
5055,247200.0
5056,451300.0
5057,96500.0
5058,336300.0
5059,371700.0
5060,142000.0
5061,216600.0
5062,237700.0
5063,136900.0
5064,280400.0
5065,48100.0
5066,237600.0
5067,209300.0
5068,50800.0
5069,286300.0
5070,286500.0
5071,109200.0
5072,139300.0
5073,154700.0
5074,293000.0
5075,123300.0
5076,500001.0
5077,226000.0
5078,192500.0
5079,330200.0
5080,130700.0
5081,68700.0
5082,157300.0
5083,205100.0
5084,174500.0
5085,353900.0
5086,129300.0
5087,88300.0
5088,181200.0
5089,289400.0
5090,250400.0
5091,175700.0
5092,464300.0
5093,85000.0
5094,231600.0
5095,187500.0
5096,213500.0
5097,343000.0
5098,405900.0
5099,188500.0
5100,254200.0
5101,222800.0
5102,212700.0
5103,157700.0
5104,325400.0
5105,109800.0
5106,225000.0
5107,52100.0
5108,191400.0
5109,170800.0
5110,136100.0
5111,67400.0
5112,500001.0
5113,222200.0
5114,189700.0
5115,216800.0
5116,111400.0
5117,67800.0
5118,220600.0
5119,112500.0
5120,207500.0
5121,251100.0
5122,130800.0
5123,298200.0
5124,292200.0
5125,200500.0
5126,219400.0
5127,117000.0
5128,198700.0
5129,212600.0
5130,96300.0
5131,99700.0
5132,179800.0
5133,179300.0
5134,174800.0
5135,65800.0
5136,93100.0
5137,54700.0
5138,186400.0
5139,164300.0
5140,123600.0
5141,222700.0
5142,500001.0
5143,179600.0
5144,164800.0
5145,61200.0
5146,143800.0
5147,99100.0
5148,265900.0
5149,137500.0
5150,368400.0
5151,243100.0
5152,192000.0
5153,364500.0
5154,151200.0
5155,192800.0
5156,185200.0
5157,500000.0
5158,225000.0
5159,205000.0
5160,95200.0
5161,59000.0
5162,140400.0
5163,143500.0
5164,191100.0
5165,198600.0
5166,73800.0
5167,194800.0
5168,257300.0
5169,108300.0
5170,108300.0
5171,154000.0
5172,346200.0
5173,72900.0
5174,135600.0
5175,500001.0
5176,305800.0
5177,179000.0
5178,163300.0
5179,94300.0
5180,213300.0
5181,81700.0
5182,143100.0
5183,281300.0
5184,210400.0
5185,500001.0
5186,75000.0
5187,192400.0
5188,269200.0
5189,275000.0
5190,158800.0
5191,130100.0
5192,199100.0
5193,219400.0
5194,304900.0
5195,66000.0
5196,329400.0
5197,87500.0
5198,273500.0
5199,266700.0
5200,160800.0
5201,149000.0
5202,183700.0
5203,73100.0
5204,61300.0
5205,288500.0
5206,46700.0
5207,86500.0
5208,118100.0
5209,63200.0
5210,57500.0
5211,95800.0
5212,219300.0
5213,88400.0
5214,80000.0
5215,179200.0
5216,261100.0
5217,500001.0
5218,353600.0
5219,55000.0
5220,247900.0
5221,155800.0
5222,149500.0
5223,500001.0
5224,151800.0
5225,88900.0
5226,67500.0
5227,178200.0
5228,153200.0
5229,69400.0
5230,284400.0
5231,160800.0
5232,207800.0
5233,179800.0
5234,67900.0
5235,234600.0
5236,358000.0
5237,416500.0
5238,180500.0
5239,173900.0
5240,57800.0
5241,70200.0
5242,336500.0
5243,200000.0
5244,156700.0
5245,150400.0
5246,384600.0
5247,350000.0
5248,128300.0
5249,175000.0
5250,153800.0
5251,293200.0
5252,88900.0
5253,183800.0
5254,188100.0
5255,74600.0
5256,69600.0
5257,129700.0
5258,177500.0
5259,170800.0
5260,54000.0
5261,82800.0
5262,500001.0
5263,294100.0
5264,500001.0
5265,127000.0
5266,113900.0
5267,268000.0
5268,98300.0
5269,58800.0
5270,162900.0
5271,350500.0
5272,187600.0
5273,215100.0
5274,251800.0
5275,115200.0
5276,356800.0
5277,112500.0
5278,323800.0
5279,133700.0
5280,156300.0
5281,362300.0
5282,500001.0
5283,162500.0
5284,98700.0
5285,125000.0
5286,135700.0
5287,142600.0
5288,121400.0
5289,259400.0
5290,221500.0
5291,493200.0
5292,335600.0
5293,182600.0
5294,295300.0
5295,181300.0
5296,180600.0
5297,114300.0
5298,450000.0
5299,308900.0
5300,112800.0
5301,500001.0
5302,258300.0
5303,417600.0
5304,114100.0
5305,107300.0
5306,96200.0
5307,176000.0
5308,120500.0
5309,227100.0
5310,112900.0
5311,345800.0
5312,71400.0
5313,139800.0
5314,123200.0
5315,375900.0
5316,62800.0
5317,83400.0
5318,327600.0
5319,154200.0
5320,271500.0
5321,110500.0
5322,500001.0
5323,209000.0
5324,68600.0
5325,243800.0
5326,234400.0
5327,270900.0
5328,285800.0
5329,362500.0
5330,277300.0
5331,323800.0
5332,94500.0
5333,180900.0
5334,222400.0
5335,332200.0
5336,266700.0
5337,451500.0
5338,102500.0
5339,277700.0
5340,135600.0
5341,55000.0
5342,84300.0
5343,104500.0
5344,164400.0
5345,244500.0
5346,170500.0
5347,359100.0
5348,137500.0
5349,377200.0
5350,428600.0
5351,133100.0
5352,215400.0
5353,171600.0
5354,500001.0
5355,150000.0
5356,94300.0
5357,252700.0
5358,146900.0
5359,225000.0
5360,237600.0
5361,173900.0
5362,161000.0
5363,280000.0
5364,160100.0
5365,93900.0
5366,129200.0
5367,185700.0
5368,156300.0
5369,148800.0
5370,216700.0
5371,120700.0
5372,500001.0
5373,192000.0
5374,234900.0
5375,112500.0
5376,147500.0
5377,191000.0
5378,71900.0
5379,500001.0
5380,148500.0
5381,140600.0
5382,135400.0
5383,500001.0
5384,200000.0
5385,335200.0
5386,87900.0
5387,193800.0
5388,140600.0
5389,223100.0
5390,215300.0
5391,183300.0
5392,79300.0
5393,170800.0
5394,287100.0
5395,113700.0
5396,282100.0
5397,212200.0
5398,314200.0
5399,287900.0
5400,211300.0
5401,288200.0
5402,175000.0
5403,145200.0
5404,101200.0
5405,61500.0
5406,150200.0
5407,246500.0
5408,199300.0
5409,55500.0
5410,190800.0
5411,492500.0
5412,110400.0
5413,500001.0
5414,99600.0
5415,246900.0
5416,154300.0
5417,139300.0
5418,375000.0
5419,500001.0
5420,137500.0
5421,73600.0
5422,186200.0
5423,192400.0
5424,237500.0
5425,384400.0
5426,145600.0
5427,287600.0
5428,216100.0
5429,67500.0
5430,100000.0
5431,133800.0
5432,340600.0
5433,151200.0
5434,202100.0
5435,115600.0
5436,67500.0
5437,102900.0
5438,79700.0
5439,91900.0
5440,155200.0
5441,123900.0
5442,113300.0
5443,158000.0
5444,204900.0
5445,124200.0
5446,81800.0
5447,321200.0
5448,206200.0
5449,103400.0
5450,150800.0
5451,184000.0
5452,74500.0
5453,49000.0
5454,390900.0
5455,352400.0
5456,114900.0
5457,322000.0
5458,108700.0
5459,376200.0
5460,110900.0
5461,60800.0
5462,127100.0
5463,121400.0
5464,72200.0
5465,151800.0
5466,137500.0
5467,163900.0
5468,320700.0
5469,123900.0
5470,158900.0
5471,139000.0
5472,110200.0
5473,200200.0
5474,107700.0
5475,175200.0
5476,183700.0
5477,202700.0
5478,236000.0
5479,80600.0
5480,240000.0
5481,68900.0
5482,222400.0
5483,344200.0
5484,68500.0
5485,79500.0
5486,153500.0
5487,344800.0
5488,236200.0
5489,211800.0
5490,197100.0
5491,299400.0
5492,136900.0
5493,148500.0
5494,252000.0
5495,217700.0
5496,65500.0
5497,164000.0
5498,117100.0
5499,123000.0
5500,350600.0
5501,265500.0
5502,263800.0
5503,500001.0
5504,129400.0
5505,218300.0
5506,81300.0
5507,236800.0
5508,264500.0
5509,221500.0
5510,116000.0
5511,297600.0
5512,133300.0
5513,137200.0
5514,171900.0
5515,290800.0
5516,390000.0
5517,280300.0
5518,83000.0
5519,129300.0
5520,119200.0
5521,181300.0
5522,283300.0
5523,148900.0
5524,102800.0
5525,94000.0
5526,111400.0
5527,500001.0
5528,290400.0
5529,167300.0
5530,184300.0
5531,112500.0
5532,500001.0
5533,161500.0
5534,131100.0
5535,150700.0
5536,333800.0
5537,226900.0
5538,150000.0
5539,161000.0
5540,316700.0
5541,456900.0
5542,171800.0
5543,155800.0
5544,123400.0
5545,342600.0
5546,141500.0
5547,233900.0
5548,78400.0
5549,129800.0
5550,272800.0
5551,155000.0
5552,150500.0
5553,333300.0
5554,105300.0
5555,150400.0
5556,172400.0
5557,113200.0
5558,150000.0
5559,134300.0
5560,136800.0
5561,183300.0
5562,89500.0
5563,137500.0
5564,87500.0
5565,115600.0
5566,185100.0
5567,208400.0
5568,200800.0
5569,416700.0
5570,291700.0
5571,67500.0
5572,234900.0
5573,200600.0
5574,125800.0
5575,96400.0
5576,166900.0
5577,98100.0
5578,173500.0
5579,300600.0
5580,155500.0
5581,57500.0
5582,500001.0
5583,193800.0
5584,160300.0
5585,385400.0
5586,188900.0
5587,108300.0
5588,500001.0
5589,311000.0
5590,500001.0
5591,37500.0
5592,196300.0
5593,278300.0
5594,488900.0
5595,208000.0
5596,299300.0
5597,500001.0
5598,120400.0
5599,107700.0
5600,174300.0
5601,159100.0
5602,61500.0
5603,239300.0
5604,136800.0
5605,113700.0
5606,325600.0
5607,101100.0
5608,233100.0
5609,176600.0
5610,239900.0
5611,331000.0
5612,150600.0
5613,462700.0
5614,108400.0
5615,219500.0
5616,140500.0
5617,332400.0
5618,117400.0
5619,212200.0
5620,158100.0
5621,181300.0
5622,225000.0
5623,258400.0
5624,87900.0
5625,194300.0
5626,184300.0
5627,402300.0
5628,195300.0
5629,117800.0
5630,283200.0
5631,227000.0
5632,182500.0
5633,266800.0
5634,221700.0
5635,320400.0
5636,100000.0
5637,231400.0
5638,182900.0
5639,173900.0
5640,500001.0
5641,141600.0
5642,161900.0
5643,190600.0
5644,263900.0
5645,125700.0
5646,154000.0
5647,112500.0
5648,175400.0
5649,133800.0
5650,343400.0
5651,291900.0
5652,355300.0
5653,163100.0
5654,135700.0
5655,151700.0
5656,151100.0
5657,136800.0
5658,120100.0
5659,338400.0
5660,156300.0
5661,211800.0
5662,284200.0
5663,150000.0
5664,197600.0
5665,301100.0
5666,500001.0
5667,137500.0
5668,298100.0
5669,261000.0
5670,69500.0
5671,220000.0
5672,241100.0
5673,103400.0
5674,225600.0
5675,172900.0
5676,180000.0
5677,215200.0
5678,175300.0
5679,133000.0
5680,500001.0
5681,148700.0
5682,210900.0
5683,110400.0
5684,369100.0
5685,183300.0
5686,140200.0
5687,94400.0
5688,209900.0
5689,153500.0
5690,340100.0
5691,92700.0
5692,181800.0
5693,158500.0
5694,66900.0
5695,243600.0
5696,137500.0
5697,188800.0
5698,290600.0
5699,194700.0
5700,210400.0
5701,357000.0
5702,115200.0
5703,87500.0
5704,428500.0
5705,157700.0
5706,146500.0
5707,143100.0
5708,134500.0
5709,120400.0
5710,241400.0
5711,66800.0
5712,200200.0
5713,82200.0
5714,187500.0
5715,500001.0
5716,162200.0
5717,72500.0
5718,90600.0
5719,116700.0
5720,58800.0
5721,202300.0
5722,148700.0
5723,300000.0
5724,163000.0
5725,94700.0
5726,187500.0
5727,95800.0
5728,400000.0
5729,98700.0
5730,252900.0
5731,177500.0
5732,168100.0
5733,177200.0
5734,77300.0
5735,187800.0
5736,318300.0
5737,111500.0
5738,450000.0
5739,186600.0
5740,128500.0
5741,106700.0
5742,94400.0
5743,146900.0
5744,97800.0
5745,182700.0
5746,192800.0
5747,47500.0
5748,220900.0
5749,104200.0
5750,81300.0
5751,82700.0
5752,500001.0
5753,231300.0
5754,393800.0
5755,218000.0
5756,142500.0
5757,274500.0
5758,66600.0
5759,250000.0
5760,301900.0
5761,369400.0
5762,500001.0
5763,225000.0
5764,270800.0
5765,190700.0
5766,334600.0
5767,288300.0
5768,409900.0
5769,71400.0
5770,67500.0
5771,236800.0
