,0
2520,8838
2521,19580
2522,19443
2523,15617
2524,4688
2525,2781
2526,1194
2527,8047
2528,7488
2529,7501
2530,8822
2531,9065
2532,903
2533,12034
2534,7961
2535,6734
2536,17079
2537,9474
2538,17503
2539,11450
2540,15342
2541,12662
2542,7375
2543,8315
2544,53
2545,18007
2546,4576
2547,12006
2548,14413
2549,20191
2550,7663
2551,18427
2552,5069
2553,7049
2554,3528
2555,7370
2556,7463
2557,19294
2558,13826
2559,2497
2560,6359
2561,20533
2562,4717
2563,18661
2564,19906
2565,7705
2566,20143
2567,9178
2568,7097
2569,8083
2570,11090
2571,12626
2572,12527
2573,17686
2574,17198
2575,2236
2576,20586
2577,5539
2578,2255
2579,11058
2580,18177
2581,5486
2582,12963
2583,10762
2584,4679
2585,10948
2586,6583
2587,12086
2588,7215
2589,9594
2590,3059
2591,19677
2592,15445
2593,20222
2594,6431
2595,4418
2596,7087
2597,6795
2598,873
2599,18008
2600,15568
2601,14446
2602,7028
2603,545
2604,9134
2605,15063
2606,9307
2607,20434
2608,7491
2609,1973
2610,2553
2611,16050
2612,4947
2613,9881
2614,20017
2615,7376
2616,796
2617,10709
2618,9413
2619,18848
2620,17612
2621,7499
2622,2141
2623,1720
2624,17032
2625,12145
2626,6064
2627,13701
2628,1022
2629,14456
2630,19674
2631,11125
2632,16473
2633,19065
2634,7657
2635,1903
2636,9710
2637,16167
2638,1351
2639,2931
2640,2382
2641,9514
2642,19142
2643,6419
2644,3557
2645,16293
2646,18626
2647,10520
2648,10262
2649,7082
2650,14088
2651,7487
2652,18221
2653,12512
2654,15377
2655,7223
2656,17335
2657,14996
2658,6555
2659,7764
2660,5658
2661,2120
2662,3609
2663,6428
2664,18320
2665,16043
2666,12283
2667,19668
2668,16330
2669,7208
2670,6204
2671,1572
2672,12177
2673,5904
2674,12440
2675,9608
2676,4636
2677,2579
2678,9186
2679,18348
2680,5403
2681,18106
2682,6515
2683,2746
2684,2305
2685,11128
2686,17557
2687,11630
2688,6199
2689,17948
2690,5352
2691,12493
2692,18622
2693,1777
2694,9774
2695,4724
2696,20071
2697,8070
2698,8430
2699,15586
2700,3645
2701,5425
2702,3996
2703,13934
2704,16942
2705,958
2706,4124
2707,15998
2708,6388
2709,12414
2710,7605
2711,13753
2712,11084
2713,16655
2714,12439
2715,2219
2716,7354
2717,1403
2718,12903
2719,13646
2720,232
2721,11127
2722,17323
2723,4027
2724,7034
2725,7695
2726,9792
2727,4419
2728,8169
2729,4787
2730,8604
2731,9060
2732,426
2733,13591
2734,2043
2735,10107
2736,5452
2737,14174
2738,10287
2739,20575
2740,19421
2741,15438
2742,16411
2743,18999
2744,18863
2745,8590
2746,5382
2747,18500
2748,15857
2749,231
2750,3919
2751,7004
2752,4612
2753,800
2754,18966
2755,16528
2756,19988
2757,1782
2758,13930
2759,13968
2760,2214
2761,9288
2762,18575
2763,1791
2764,922
2765,5574
2766,1473
2767,14419
2768,9679
2769,15472
2770,11209
2771,14245
2772,1640
2773,1770
2774,3444
2775,5181
2776,6379
2777,9552
2778,10690
2779,1685
2780,2405
2781,5522
2782,16809
2783,5675
2784,19372
2785,5639
2786,15674
2787,8244
2788,3247
2789,17163
2790,4857
2791,12195
2792,18103
2793,19075
2794,18243
2795,3496
2796,12166
2797,15578
2798,5538
2799,19600
2800,10020
2801,12397
2802,1407
2803,19498
2804,14814
2805,3163
2806,4572
2807,8088
2808,10047
2809,15166
2810,9393
2811,13573
2812,14609
2813,510
2814,13218
2815,8247
2816,16592
2817,11773
2818,1934
2819,15841
2820,19610
2821,1512
2822,9123
2823,8004
2824,350
2825,19724
2826,11907
2827,11198
2828,12427
2829,13144
2830,3909
2831,1584
2832,14963
2833,293
2834,17624
2835,6357
2836,4747
2837,15464
2838,8091
2839,11409
2840,1265
2841,4089
2842,6189
2843,17615
2844,11727
2845,20346
2846,1326
2847,10979
2848,13103
2849,19433
2850,9800
2851,8988
2852,11595
2853,11371
2854,3944
2855,3735
2856,9573
2857,3481
2858,15444
2859,11738
2860,20097
2861,4607
2862,7704
2863,2119
2864,4761
2865,764
2866,15788
2867,4656
2868,8255
2869,9725
2870,2858
2871,13266
2872,10028
2873,13313
2874,19662
2875,8996
2876,97
2877,14267
2878,16180
2879,19817
2880,19935
2881,1227
2882,7576
2883,13771
2884,1731
2885,2791
2886,1764
2887,12368
2888,10825
2889,11756
2890,7306
2891,13169
2892,9888
2893,4020
2894,19699
2895,649
2896,5897
2897,2785
2898,3347
2899,627
2900,18676
2901,14074
2902,7607
2903,4261
2904,14292
2905,2356
2906,664
2907,10218
2908,8693
2909,9653
2910,5258
2911,13548
2912,7890
2913,20154
2914,118
2915,10803
2916,11920
2917,2888
2918,17095
2919,6740
2920,17810
2921,14624
2922,816
2923,11699
2924,10617
2925,572
2926,14130
2927,3634
2928,17918
2929,16825
2930,6530
2931,1052
2932,4567
2933,17718
2934,10175
2935,2527
2936,10204
2937,18420
2938,14675
2939,5736
2940,13338
2941,9969
2942,8377
2943,16431
2944,5816
2945,3956
2946,6444
2947,11581
2948,18306
2949,18421
2950,14114
2951,17690
2952,954
2953,11743
2954,12856
2955,7564
2956,3537
2957,12731
2958,8634
2959,19868
2960,12566
2961,14435
2962,10962
2963,20108
2964,7327
2965,8955
2966,17083
2967,3999
2968,8813
2969,18901
2970,10202
2971,3307
2972,7637
2973,3222
2974,5147
2975,3341
2976,13386
2977,673
2978,4533
2979,5369
2980,19322
2981,16426
2982,16658
2983,11268
2984,14615
2985,4306
2986,11545
2987,7056
2988,18030
2989,13637
2990,19587
2991,4044
2992,8349
2993,16169
2994,18723
2995,19641
2996,16718
2997,4455
2998,1641
2999,16481
3000,2269
3001,13834
3002,10160
3003,19336
3004,5847
3005,19592
3006,12865
3007,4145
3008,2228
3009,8009
3010,5571
3011,1930
3012,18447
3013,12714
3014,16251
3015,9982
3016,14375
3017,18824
3018,20583
3019,5028
3020,9416
3021,1526
3022,14299
3023,7866
3024,6730
3025,1832
3026,6424
3027,12135
3028,5629
3029,830
3030,16064
3031,10535
3032,6554
3033,11757
3034,4664
3035,16174
3036,12349
3037,15774
3038,3010
3039,15505
3040,15313
3041,10639
3042,9342
3043,14259
3044,10417
3045,15654
3046,13158
3047,1015
3048,6640
3049,10257
3050,11949
3051,7847
3052,17771
3053,17295
3054,12082
3055,9855
3056,14509
3057,11204
3058,14855
3059,5834
3060,17526
3061,15638
3062,9007
3063,12303
3064,12551
3065,5362
3066,18774
3067,3378
3068,16339
3069,14440
3070,20242
3071,5987
3072,9450
3073,19698
3074,3304
3075,19525
3076,14346
3077,20411
3078,12391
3079,13854
3080,11400
3081,11149
3082,17568
3083,4536
3084,10136
3085,14207
3086,2663
3087,615
3088,10862
3089,7552
3090,11598
3091,10996
3092,11863
3093,14598
3094,18304
3095,4195
3096,19712
3097,5058
3098,473
3099,17020
3100,19246
3101,17209
3102,14077
3103,6164
3104,18739
3105,6280
3106,12683
3107,10042
3108,19667
3109,4438
3110,16615
3111,11669
3112,13367
3113,2729
3114,12502
3115,5625
3116,20341
3117,10646
3118,3984
3119,5681
3120,12477
3121,15213
3122,2813
3123,18971
3124,2177
3125,4973
3126,7763
3127,8975
3128,18620
3129,12151
3130,17600
3131,352
3132,15566
3133,20334
3134,859
3135,7361
3136,3671
3137,18276
3138,9651
3139,4998
3140,9258
3141,5200
3142,18812
3143,2310
3144,11704
3145,2102
3146,10334
3147,4097
3148,417
3149,592
3150,8856
3151,2290
3152,6030
3153,16055
3154,18393
3155,17127
3156,8104
3157,10750
3158,19200
3159,8119
3160,338
3161,14653
3162,5149
3163,13099
3164,3498
3165,5839
3166,1735
3167,5870
3168,3558
3169,1883
3170,10676
3171,9234
3172,3792
3173,8126
3174,11519
3175,18291
3176,6283
3177,5513
3178,18235
3179,425
3180,6584
3181,17505
3182,20569
3183,122
3184,3439
3185,2420
3186,7855
3187,17290
3188,8026
3189,6244
3190,4036
3191,18266
3192,4775
3193,20256
3194,17064
3195,7710
3196,10282
3197,17991
3198,6685
3199,16979
3200,6532
3201,10804
3202,5114
3203,19328
3204,604
3205,18843
3206,10954
3207,20327
3208,4322
3209,1707
3210,19953
3211,6884
3212,12100
3213,15827
3214,8961
3215,8021
3216,15592
3217,16205
3218,1250
3219,3824
3220,15999
3221,1594
3222,12664
3223,3698
3224,3750
3225,6579
3226,8679
3227,90
3228,1096
3229,18673
3230,8544
3231,2377
3232,17341
3233,10481
3234,5093
3235,4022
3236,2108
3237,3630
3238,17808
3239,9352
3240,3631
3241,61
3242,16707
3243,13357
3244,19756
3245,17603
3246,19394
3247,19318
3248,7383
3249,2450
3250,7015
3251,12298
3252,13222
3253,1669
3254,6415
3255,996
3256,19177
3257,19893
3258,16129
3259,16010
3260,5508
3261,16357
3262,4521
3263,6821
3264,19128
3265,10457
3266,9062
3267,7271
3268,11946
3269,11588
3270,8784
3271,2808
3272,19178
3273,15308
3274,8191
3275,6078
3276,6590
3277,16604
3278,949
3279,18950
3280,4908
3281,586
3282,1288
3283,314
3284,17388
3285,18784
3286,6462
3287,1148
3288,8662
3289,12279
3290,13388
3291,17586
3292,3300
3293,3800
3294,13321
3295,3014
3296,17874
3297,19379
3298,13904
3299,2440
3300,8035
3301,4298
3302,15885
3303,9533
3304,7537
3305,12918
3306,2819
3307,14007
3308,20381
3309,7592
3310,12276
3311,15720
3312,9925
3313,9364
3314,12700
3315,12257
3316,6004
3317,10656
3318,11558
3319,20295
3320,115
3321,4050
3322,9887
3323,11351
3324,553
3325,17508
3326,1550
3327,10407
3328,9319
3329,20029
3330,18031
3331,1828
3332,1884
3333,17421
3334,7978
3335,19217
3336,15651
3337,7360
3338,7873
3339,19250
3340,16884
3341,6988
3342,12572
3343,10035
3344,4890
3345,477
3346,14543
3347,3888
3348,3670
3349,17952
3350,5110
3351,20172
3352,2577
3353,171
3354,4017
3355,4663
3356,6290
3357,9083
3358,5229
3359,14829
3360,20053
3361,16462
3362,9718
3363,8364
3364,10181
3365,9223
3366,8356
3367,1843
3368,3012
3369,20085
3370,3865
3371,6033
3372,1979
3373,4736
3374,11253
3375,17558
3376,16980
3377,9535
3378,6754
3379,10633
3380,19835
3381,12891
3382,14662
3383,10173
3384,1772
3385,6989
3386,6750
3387,11986
3388,14104
3389,18322
3390,12609
3391,18717
3392,13625
3393,3722
3394,12265
3395,3565
3396,13592
3397,251
3398,2941
3399,18107
3400,6871
3401,4172
3402,13452
3403,1336
3404,17469
3405,17353
3406,17299
3407,19320
3408,3373
3409,8733
3410,13595
3411,5959
3412,4930
3413,20600
3414,18485
3415,10944
3416,5612
3417,10517
3418,5995
3419,1479
3420,20186
3421,1238
3422,19715
3423,15779
3424,2010
3425,17681
3426,555
3427,19867
3428,17087
3429,14840
3430,18867
3431,9034
3432,1552
3433,1353
3434,2412
3435,7105
3436,10819
3437,13677
3438,15360
3439,9357
3440,12631
3441,7738
3442,19588
3443,18682
3444,6435
3445,6814
3446,11712
3447,111
3448,8282
3449,15016
3450,20570
3451,2658
3452,8106
3453,11897
3454,19693
3455,9096
3456,1976
3457,5758
3458,4509
3459,3914
3460,9272
3461,175
3462,16526
3463,14039
3464,19073
3465,3214
3466,4592
3467,17202
3468,12327
3469,1287
3470,1160
3471,6891
3472,10406
3473,3145
3474,19645
3475,19651
3476,20558
3477,654
3478,10082
3479,8195
3480,430
3481,15612
3482,1920
3483,2195
3484,19210
3485,11025
3486,2809
3487,13151
3488,1535
3489,10758
3490,18543
3491,19050
3492,19307
3493,12550
3494,8181
3495,14873
3496,1154
3497,10618
3498,7085
3499,5923
3500,9469
3501,6868
3502,3494
3503,4899
3504,10551
3505,8888
3506,15901
3507,15017
3508,14248
3509,6230
3510,3269
3511,8372
3512,16114
3513,5323
3514,1857
3515,7035
3516,18642
3517,5173
3518,9422
3519,6383
3520,1532
3521,16573
3522,9412
3523,7751
3524,12829
3525,5907
3526,8766
3527,17606
3528,13373
3529,10294
3530,13467
3531,11202
3532,19494
3533,3156
3534,14347
3535,521
3536,8802
3537,16417
3538,14970
3539,12587
3540,8122
3541,18058
3542,8899
3543,13196
3544,17303
3545,3088
3546,13955
3547,4809
3548,4970
3549,165
3550,7005
3551,18052
3552,8744
3553,3760
3554,2580
3555,16141
3556,14176
3557,17980
3558,6248
3559,17057
3560,6109
3561,13517
3562,11324
3563,8110
3564,13543
3565,18104
3566,16479
3567,8623
3568,14920
3569,14584
3570,12611
3571,9263
3572,13255
3573,16509
3574,9099
3575,3267
3576,18855
3577,15622
3578,16654
3579,7672
3580,5177
3581,6135
3582,1788
3583,12070
3584,5250
3585,14792
3586,7435
3587,11819
3588,8997
3589,19516
3590,18631
3591,13982
3592,18963
3593,18285
3594,1444
3595,12801
3596,8673
3597,16430
3598,13403
3599,818
3600,8384
3601,1748
3602,13182
3603,19696
3604,1457
3605,7026
3606,1667
3607,16325
3608,7814
3609,9832
3610,10484
3611,4888
3612,16948
3613,15188
3614,12789
3615,16395
3616,9722
3617,13134
3618,1938
3619,2914
3620,11701
3621,17426
3622,15753
3623,16039
3624,4068
3625,12381
3626,10992
3627,1899
3628,18678
3629,11071
3630,16943
3631,8891
3632,10793
3633,7779
3634,5303
3635,17213
3636,7339
3637,9785
3638,7929
3639,2380
3640,14795
3641,4156
3642,16596
3643,12262
3644,11960
3645,18738
3646,12084
3647,20134
3648,5421
3649,11808
3650,12266
3651,10824
3652,2551
3653,2114
3654,2661
3655,10685
3656,4412
3657,1874
3658,16368
3659,10177
3660,12931
3661,12855
3662,15793
3663,8382
3664,15869
3665,15949
3666,18208
3667,12624
3668,18917
3669,7119
3670,4949
3671,2871
3672,15054
3673,8411
3674,4154
3675,2866
3676,14748
3677,17372
3678,19801
3679,8713
3680,17793
3681,12071
3682,13480
3683,9012
3684,12639
3685,18570
3686,7715
3687,4911
3688,11783
3689,1143
3690,19949
3691,9507
3692,8889
3693,14533
3694,14847
3695,18358
3696,1030
3697,18341
3698,2390
3699,3884
3700,5024
3701,2507
3702,414
3703,4650
3704,8202
3705,19536
3706,17319
3707,10907
3708,5278
3709,14517
3710,15356
3711,17173
3712,17136
3713,16324
3714,8023
3715,13236
3716,15465
3717,12601
3718,5942
3719,12103
3720,10241
3721,7079
3722,8165
3723,11355
3724,2859
3725,4163
3726,11979
3727,12842
3728,339
3729,11572
3730,8500
3731,3168
3732,12270
3733,3254
3734,19881
3735,42
3736,20140
3737,6877
3738,5827
3739,7459
3740,9426
3741,17704
3742,20432
3743,6386
3744,20002
3745,19721
3746,11339
3747,759
3748,11824
3749,4256
3750,12130
3751,6259
3752,18931
3753,17880
3754,7135
3755,7298
3756,7908
3757,9560
3758,11544
3759,3448
3760,16053
3761,7332
3762,6345
3763,1709
3764,7259
3765,15805
3766,25
3767,15421
3768,19639
3769,14893
3770,17925
3771,11938
3772,15541
3773,18913
3774,3144
3775,6987
3776,18929
3777,2674
3778,2196
3779,1554
3780,1277
3781,5618
3782,16229
3783,16559
3784,7775
3785,12482
3786,4080
3787,10339
3788,9699
3789,16581
3790,10545
3791,10513
3792,9452
3793,3449
3794,12597
3795,10882
3796,13788
3797,19076
3798,9828
3799,20244
3800,2989
3801,11274
3802,14994
3803,14552
3804,17698
3805,7583
3806,1595
3807,6045
3808,10544
3809,2962
3810,6736
3811,8800
3812,18761
3813,8983
3814,1963
3815,7055
3816,12933
3817,11883
3818,20082
3819,6504
3820,19940
3821,2608
3822,18372
3823,643
3824,15202
3825,7876
3826,2582
3827,9957
3828,2287
3829,3379
3830,5419
3831,1202
3832,16954
3833,17337
3834,3601
3835,238
3836,18922
3837,12139
3838,12776
3839,2285
3840,11212
3841,12796
3842,7113
3843,6151
3844,4164
3845,1150
3846,18238
3847,14246
3848,10657
3849,16035
3850,4465
3851,16201
3852,4153
3853,14717
3854,6522
3855,13710
3856,2099
3857,16914
3858,4342
3859,6607
3860,16087
3861,10505
3862,19466
3863,4312
3864,18710
3865,11216
3866,6805
3867,18953
3868,19187
3869,5427
3870,5394
3871,3869
3872,192
3873,16273
3874,3982
3875,87
3876,8439
3877,4314
3878,16084
3879,2516
3880,12113
3881,20342
3882,5963
3883,19684
3884,1170
3885,19729
3886,18014
3887,6846
3888,29
3889,16594
3890,9155
3891,9403
3892,9964
3893,17713
3894,5236
3895,3530
3896,14656
3897,19904
3898,183
3899,13370
3900,16548
3901,7369
3902,15594
3903,14492
3904,2625
3905,9981
3906,12777
3907,14075
3908,5608
3909,8870
3910,19968
3911,10609
3912,5815
3913,20106
3914,880
3915,3132
3916,8805
3917,975
3918,2212
3919,6382
3920,18506
3921,9252
3922,8817
3923,1607
3924,1349
3925,3044
3926,11454
3927,6545
3928,5274
3929,20394
3930,2692
3931,18574
3932,3917
3933,15984
3934,11293
3935,3761
3936,3817
3937,10422
3938,9196
3939,19153
3940,5970
3941,2250
3942,5833
3943,2457
3944,8665
3945,6177
3946,16362
3947,1717
3948,19399
3949,11016
3950,12081
3951,15497
3952,2358
3953,12221
3954,625
3955,7925
3956,9129
3957,16931
3958,11814
3959,3978
3960,4456
3961,19886
3962,16187
3963,17601
3964,15286
3965,10559
3966,8796
3967,20276
3968,9443
3969,7261
3970,2670
3971,12500
3972,12940
3973,9987
3974,7909
3975,2626
3976,3757
3977,5315
3978,4582
3979,4999
3980,4031
3981,17243
3982,2066
3983,4992
3984,113
3985,4108
3986,9694
3987,15979
3988,3594
3989,13453
3990,12158
3991,3572
3992,19637
3993,4643
3994,16601
3995,8253
3996,15848
3997,6936
3998,6825
3999,13326
4000,16372
4001,2653
4002,3361
4003,19134
4004,19860
4005,2002
4006,4559
4007,12284
4008,2939
4009,7117
4010,12643
4011,19795
4012,13084
4013,10266
4014,12119
4015,19028
4016,18337
4017,2296
4018,11234
4019,2205
4020,3366
4021,11
4022,12965
4023,9668
4024,7981
4025,9122
4026,19160
4027,5735
4028,16940
4029,19410
4030,5453
4031,10787
4032,8413
4033,2337
4034,16337
4035,4029
4036,5725
4037,9581
4038,17262
4039,4817
4040,12342
4041,14166
4042,18872
4043,20561
4044,6406
4045,19450
4046,20399
4047,4816
4048,1918
4049,6485
4050,3041
4051,12598
4052,11295
4053,13435
4054,4702
4055,12202
4056,6463
4057,2346
4058,6797
4059,18529
4060,4003
4061,9074
4062,17892
4063,18854
4064,13319
4065,14183
4066,4048
4067,12586
4068,18498
4069,18323
4070,20345
4071,4606
4072,15872
4073,5256
4074,13101
4075,11095
4076,16146
4077,16971
4078,7511
4079,13320
4080,9374
4081,278
4082,19549
4083,17836
4084,16967
4085,15359
4086,8908
4087,19854
4088,7674
4089,5510
4090,8469
4091,5386
4092,1864
4093,1203
4094,898
4095,13884
4096,3864
4097,17370
4098,5033
4099,3961
4100,11015
4101,18380
4102,11390
4103,18681
4104,20159
4105,3972
4106,15814
4107,15343
4108,4540
4109,7268
4110,12347
4111,2401
4112,15595
4113,18809
4114,531
4115,15087
4116,3690
4117,9818
4118,16711
4119,4177
4120,3828
4121,4727
4122,10130
4123,4963
4124,2844
4125,3424
4126,5294
4127,15435
4128,7416
4129,10494
4130,11889
4131,1950
4132,20286
4133,2852
4134,11941
4135,11872
4136,6224
4137,4528
4138,9759
4139,4562
4140,15180
4141,8497
4142,19695
4143,7071
4144,5143
4145,13783
4146,20165
4147,11362
4148,8664
4149,11742
4150,1716
4151,6704
4152,13956
4153,7967
4154,8480
4155,16715
4156,13002
4157,6581
4158,17711
4159,12143
4160,2557
4161,17075
4162,4889
4163,20023
4164,8498
4165,17573
4166,2796
4167,8331
4168,12445
4169,11092
4170,4271
4171,696
4172,2331
4173,17926
4174,4198
4175,15954
4176,14366
4177,1620
4178,13454
4179,14319
4180,9559
4181,8749
4182,19746
4183,10138
4184,19630
4185,5409
4186,5914
4187,3096
4188,15282
4189,14670
4190,19832
4191,13438
4192,14549
4193,17375
4194,11285
4195,16196
4196,18553
4197,6503
4198,1962
4199,8386
4200,9384
4201,16217
4202,6205
4203,4640
4204,8409
4205,18592
4206,16500
4207,14078
4208,5023
4209,12331
4210,14154
4211,4742
4212,5723
4213,12774
4214,17684
4215,4784
4216,14379
4217,12983
4218,11101
4219,14759
4220,19024
4221,15804
4222,11828
4223,18789
4224,5231
4225,7206
4226,16791
4227,12770
4228,9949
4229,4339
4230,2480
4231,16804
4232,20343
4233,3852
4234,8288
4235,20601
4236,10439
4237,12741
4238,3902
4239,4279
4240,5937
4241,5197
4242,1956
4243,12038
4244,17739
4245,7883
4246,7036
4247,3736
4248,15214
4249,18728
4250,14193
4251,6015
4252,11731
4253,93
4254,5948
4255,13024
4256,12190
4257,18662
4258,3285
4259,20463
4260,15759
4261,8922
4262,11654
4263,6326
4264,11761
4265,8284
4266,11105
4267,13650
4268,1142
4269,16485
4270,17782
4271,14800
4272,9943
4273,20287
4274,14751
4275,1049
4276,20366
4277,15853
4278,831
4279,11574
4280,17818
4281,13629
4282,11270
4283,16022
4284,11117
4285,4078
4286,7581
4287,1762
4288,15695
4289,5714
4290,15457
4291,4125
4292,296
4293,14912
4294,10874
4295,13498
4296,7296
4297,20395
4298,20031
4299,5456
4300,8263
4301,2175
4302,13769
4303,10679
4304,7833
4305,12934
4306,10200
4307,7183
4308,1231
4309,1237
4310,3604
4311,7263
4312,3794
4313,6091
4314,18120
4315,9882
4316,3534
4317,1582
4318,2668
4319,4436
4320,19786
4321,18995
4322,17256
4323,11644
4324,5476
4325,10249
4326,13619
4327,5707
4328,4344
4329,1386
4330,1592
4331,4368
4332,17725
4333,4832
4334,9287
4335,6105
4336,15431
4337,18490
4338,9895
4339,9928
4340,16514
4341,9050
4342,11162
4343,16083
4344,11793
4345,12394
4346,19155
4347,3524
4348,19739
4349,8940
4350,9678
4351,15352
4352,18895
4353,1406
4354,11816
4355,3423
4356,12778
4357,19583
4358,18839
4359,17456
4360,10966
4361,2068
4362,6577
4363,3234
4364,6049
4365,2687
4366,3202
4367,7653
4368,4282
4369,10694
4370,2431
4371,15597
4372,10952
4373,4777
4374,4052
4375,3552
4376,12985
4377,8397
4378,18697
4379,4593
4380,13697
4381,15195
4382,11600
4383,6146
4384,335
4385,11864
4386,7676
4387,15724
4388,8328
4389,19885
4390,13807
4391,5738
4392,12654
4393,9465
4394,17578
4395,7612
4396,4735
4397,18990
4398,527
4399,19423
4400,16523
4401,8082
4402,12883
4403,1078
4404,3577
4405,8065
4406,729
4407,18666
4408,1342
4409,19871
4410,7540
4411,13621
4412,11718
4413,569
4414,5846
4415,20376
4416,5183
4417,6490
4418,8010
4419,1527
4420,16320
4421,17230
4422,6935
4423,4846
4424,5567
4425,5601
4426,20560
4427,1792
4428,6713
4429,14332
4430,15750
4431,12875
4432,357
4433,713
4434,7987
4435,8052
4436,4610
4437,813
4438,4362
4439,7493
4440,19599
4441,10269
4442,15173
4443,5268
4444,2473
4445,17171
4446,17000
4447,12696
4448,9893
4449,16519
4450,19771
4451,16647
4452,6232
4453,20357
4454,19515
4455,13049
4456,20164
4457,19643
4458,8723
4459,4522
4460,5483
4461,19951
4462,11060
4463,18930
4464,19188
4465,4479
4466,7737
4467,2095
4468,10959
4469,11019
4470,14230
4471,17059
4472,10830
4473,9579
4474,10699
4475,15800
4476,6569
4477,19323
4478,15513
4479,11388
4480,19692
4481,17348
4482,13554
4483,8580
4484,16059
4485,6533
4486,3700
4487,9915
4488,7464
4489,6557
4490,13011
4491,20375
4492,9670
4493,14718
4494,10253
4495,803
4496,2869
4497,10306
4498,1510
4499,5799
4500,13424
4501,890
4502,11730
4503,12438
4504,9856
4505,16028
4506,10360
4507,3777
4508,4002
4509,13248
4510,16547
4511,10743
4512,5001
4513,872
4514,4319
4515,13844
4516,17440
4517,11803
4518,2733
4519,18016
4520,16674
4521,7201
4522,8029
4523,10693
4524,526
4525,12644
4526,16563
4527,7277
4528,2780
4529,5410
4530,382
4531,12021
4532,15032
4533,16858
4534,4278
4535,4000
4536,17599
4537,19830
4538,17702
4539,12275
4540,3071
4541,9119
4542,13777
4543,10260
4544,14663
4545,1088
4546,8298
4547,6223
4548,10859
4549,20511
4550,8347
4551,4630
4552,16538
4553,20604
4554,18096
4555,13588
4556,5542
4557,5657
4558,14606
4559,1655
4560,11337
4561,16142
4562,14378
4563,19003
4564,4893
4565,6239
4566,17554
4567,3574
4568,6090
4569,20049
4570,5044
4571,2998
4572,13095
4573,17501
4574,16001
4575,14879
4576,15762
4577,19820
4578,2357
4579,7024
4580,17117
4581,17834
4582,20521
4583,10899
4584,18363
4585,7122
4586,20508
4587,19393
4588,5132
4589,703
4590,13264
4591,3102
4592,13933
4593,1225
4594,4863
4595,1948
4596,2348
4597,3474
4598,18465
4599,6002
4600,17161
4601,8233
4602,331
4603,6981
4604,20255
4605,7773
4606,5151
4607,19491
4608,13891
4609,14132
4610,15887
4611,8152
4612,7353
4613,3288
4614,9368
4615,12358
4616,12422
4617,20279
4618,9047
4619,18637
4620,2169
4621,622
4622,6201
4623,12526
4624,8452
4625,5683
4626,2282
4627,7486
4628,7344
4629,1987
4630,9777
4631,7244
4632,10700
4633,2127
4634,3542
4635,20442
4636,17742
4637,1395
4638,11579
4639,15176
4640,18886
4641,19923
4642,17423
4643,18129
4644,119
4645,6720
4646,8842
4647,4213
4648,19281
4649,16867
4650,9177
4651,7630
4652,20018
4653,14450
4654,16770
4655,20293
4656,19149
4657,12904
4658,20220
4659,14922
4660,7962
4661,10375
4662,13354
4663,1769
4664,13880
4665,10628
4666,18195
4667,16128
4668,10718
4669,370
4670,12163
4671,10004
4672,14563
4673,6926
4674,17693
4675,1520
4676,211
4677,13730
4678,10045
4679,5027
4680,12612
4681,16887
4682,2833
4683,337
4684,24
4685,4885
4686,19161
4687,220
4688,2477
4689,4120
4690,17860
4691,19635
4692,3429
4693,3932
4694,1123
4695,6967
4696,1896
4697,4468
4698,879
4699,4815
4700,7467
4701,15147
4702,9910
4703,8312
4704,594
4705,18409
4706,15355
4707,7645
4708,600
4709,5196
4710,9754
4711,7211
4712,13895
4713,13719
4714,178
4715,7952
4716,5737
4717,9971
4718,11916
4719,2316
4720,17055
4721,12251
4722,6384
4723,3128
4724,17238
4725,5471
4726,5524
4727,1187
4728,10598
4729,6430
4730,16569
4731,3283
4732,11505
4733,2622
4734,8124
4735,16668
4736,13855
4737,11815
4738,4183
4739,5154
4740,5991
4741,2982
4742,19619
4743,4555
4744,944
4745,7318
4746,19774
4747,6440
4748,20494
4749,2104
4750,16353
4751,11495
4752,5046
4753,15145
4754,1161
4755,10749
4756,9159
4757,19201
4758,9109
4759,17678
4760,13483
4761,15492
4762,13813
4763,6342
4764,18194
4765,4411
4766,4013
4767,15701
4768,2570
4769,12908
4770,1146
4771,10014
4772,18797
4773,4446
4774,12065
4775,13882
4776,18607
4777,18119
4778,9294
4779,19168
4780,20107
4781,19697
4782,17384
4783,6551
4784,14938
4785,10870
4786,6243
4787,11711
4788,16364
4789,11254
4790,9817
4791,1107
4792,7257
4793,3272
4794,12545
4795,11677
4796,7274
4797,7067
4798,16667
4799,19061
4800,1522
4801,893
4802,10550
4803,16724
4804,2100
4805,9955
4806,12344
4807,19877
4808,19114
4809,16929
4810,2588
4811,12109
4812,1820
4813,715
4814,19435
4815,3281
4816,16019
4817,3204
4818,12909
4819,19762
4820,6586
4821,18768
4822,1035
4823,5755
4824,19007
4825,11762
4826,16150
4827,12641
4828,18973
4829,10069
4830,12805
4831,6609
4832,13513
4833,3606
4834,17570
4835,19647
4836,6082
4837,6087
4838,9611
4839,20364
4840,7923
4841,6538
4842,12728
4843,12028
4844,2967
4845,11622
4846,11181
4847,6301
4848,11927
4849,6107
4850,14145
4851,16597
4852,10519
4853,16049
4854,6093
4855,5366
4856,13812
4857,14357
4858,16305
4859,12173
4860,1173
4861,12969
4862,13823
4863,17413
4864,5875
4865,17399
4866,1827
4867,5334
4868,11834
4869,8055
